"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","22591","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-02-09 00:00:00",46303,0,27.7,0.132,0,0,0,0,0,0,0,66.96,0,224.8
"2019-02-09 00:01:00",46304,0,27.65,0.132,0,0,0,0,0,0,0,66.97,0,225.4
"2019-02-09 00:02:00",46305,0,27.59,0.132,0,0,0,0,0,0,0,66.81,0,225.6
"2019-02-09 00:03:00",46306,0,27.51,0.132,0,0,0,0,0,0,0,67.01,0,225.8
"2019-02-09 00:04:00",46307,0,27.46,0.132,0,0,0,0,0,0,0,66.85,0,226.1
"2019-02-09 00:05:00",46308,0,27.58,0.132,0,0,0,0,0,0,0,66.9,0,226.4
"2019-02-09 00:06:00",46309,0,27.69,0.131,0,0,0,0,0,0,0,66.93,0,226.1
"2019-02-09 00:07:00",46310,0,27.65,0.131,0,0,0,0,0,0,0,66.9,0,226.3
"2019-02-09 00:08:00",46311,0,27.66,0.131,0,0,0,0,0,0,0,66.91,0,226.8
"2019-02-09 00:09:00",46312,0,27.73,0.131,0,0,0,0,0,0,0,66.92,0,226.5
"2019-02-09 00:10:00",46313,0,27.74,0.131,0,0,0,0,0,0,0,66.85,0,226.1
"2019-02-09 00:11:00",46314,0,27.63,0.131,0,0,0,0,0,0,0,66.79,0,225.8
"2019-02-09 00:12:00",46315,0,27.62,0.131,0,0,0,0,0,0,0,66.83,0,225.7
"2019-02-09 00:13:00",46316,0,27.64,0.131,0,0,0,0,0,0,0,66.78,0,225.6
"2019-02-09 00:14:00",46317,0,27.59,0.131,0,0,0,0,0,0,0,66.77,0,225.6
"2019-02-09 00:15:00",46318,0,27.61,0.132,0,0,0,0,0,0,0,66.98,0,225.8
"2019-02-09 00:16:00",46319,0,27.68,0.131,0,0,0,0,0,0,0,66.91,0,226.2
"2019-02-09 00:17:00",46320,0,27.7,0.131,0,0,0,0,0,0,0,66.93,0,224.9
"2019-02-09 00:18:00",46321,0,27.71,0.131,0,0,0,0,0,0,0,67,0,224.6
"2019-02-09 00:19:00",46322,0,27.71,0.131,0,0,0,0,0,0,0,66.96,0,224.9
"2019-02-09 00:20:00",46323,0,27.8,0.131,0,0,0,0,0,0,0,66.85,0,224.3
"2019-02-09 00:21:00",46324,0,27.73,0.131,0,0,0,0,0,0,0,66.88,0,224.3
"2019-02-09 00:22:00",46325,0,27.73,0.131,0,0,0,0,0,0,0,66.87,0,224.6
"2019-02-09 00:23:00",46326,0,27.73,0.131,0,0,0,0,0,0,0,66.87,0,224.2
"2019-02-09 00:24:00",46327,0,27.66,0.131,0,0,0,0,0,0,0,66.83,0,223.9
"2019-02-09 00:25:00",46328,0,27.67,0.132,0,0,0,0,0,0,0,66.86,0,224.2
"2019-02-09 00:26:00",46329,0,27.71,0.132,0,0,0,0,0,0,0,66.96,0,224.3
"2019-02-09 00:27:00",46330,0,27.79,0.132,0,0,0,0,0,0,0,66.88,0,224.1
"2019-02-09 00:28:00",46331,0,27.8,0.132,0,0,0,0,0,0,0,66.76,0,224.9
"2019-02-09 00:29:00",46332,0,27.75,0.132,0,0,0,0,0,0,0,66.85,0,225.8
"2019-02-09 00:30:00",46333,0,27.74,0.132,0,0,0,0,0,0,0,66.79,0,226.1
"2019-02-09 00:31:00",46334,0,27.71,0.132,0,0,0,0,0,0,0,66.8,0,226.2
"2019-02-09 00:32:00",46335,0,27.65,0.132,0,0,0,0,0,0,0,66.75,0,226.5
"2019-02-09 00:33:00",46336,0,27.54,0.132,0,0,0,0,0,0,0,66.81,0,226.4
"2019-02-09 00:34:00",46337,0,27.56,0.132,0,0,0,0,0,0,0,66.78,0,226.6
"2019-02-09 00:35:00",46338,0,27.65,0.132,0,0,0,0,0,0,0,66.86,0,226.4
"2019-02-09 00:36:00",46339,0,27.64,0.132,0,0,0,0,0,0,0,66.71,0,225.5
"2019-02-09 00:37:00",46340,0,27.59,0.132,0,0,0,0,0,0,0,66.71,0,225.5
"2019-02-09 00:38:00",46341,0,27.62,0.131,0,0,0,0,0,0,0,66.78,0,224.9
"2019-02-09 00:39:00",46342,0,27.68,0.131,0,0,0,0,0,0,0,66.58,0,225.8
"2019-02-09 00:40:00",46343,0,27.65,0.132,0,0,0,0,0,0,0,66.69,0,225.2
"2019-02-09 00:41:00",46344,0,27.68,0.132,0,0,0,0,0,0,0,66.77,0,225.1
"2019-02-09 00:42:00",46345,0,27.6,0.132,0,0,0,0,0,0,0,66.88,0,225.5
"2019-02-09 00:43:00",46346,0,27.66,0.132,0,0,0,0,0,0,0,66.8,0,226.1
"2019-02-09 00:44:00",46347,0,27.72,0.131,0,0,0,0,0,0,0,66.77,0,225.7
"2019-02-09 00:45:00",46348,0,27.68,0.131,0,0,0,0,0,0,0,66.97,0,227.1
"2019-02-09 00:46:00",46349,0,27.7,0.132,0,0,0,0,0,0,0,66.77,0,226.4
"2019-02-09 00:47:00",46350,0,27.74,0.132,0,0,0,0,0,0,0,66.62,0,226.9
