"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","22591","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-02-15 00:00:00",54943,0,28.98,0.161,0,0,0,0,0,0,0,61.6,0,222.4
"2019-02-15 00:01:00",54944,0,28.88,0.161,0,0,0,0,0,0,0,61.61,0,222.7
"2019-02-15 00:02:00",54945,0,28.9,0.161,0,0,0,0,0,0,0,61.55,0,222.9
"2019-02-15 00:03:00",54946,0,28.92,0.161,0,0,0,0,0,0,0,61.54,0,222.4
"2019-02-15 00:04:00",54947,0,28.9,0.162,0,0,0,0,0,0,0,61.4,0,222.7
"2019-02-15 00:05:00",54948,0,28.96,0.162,0,0,0,0,0,0,0,61.52,0,222.2
"2019-02-15 00:06:00",54949,0,28.97,0.162,0,0,0,0,0,0,0,61.56,0,222.4
"2019-02-15 00:07:00",54950,0,28.97,0.161,0,0,0,0,0,0,0,61.58,0,222.4
"2019-02-15 00:08:00",54951,0,28.94,0.161,0,0,0,0,0,0,0,61.41,0,222.4
"2019-02-15 00:09:00",54952,0,28.95,0.161,0,0,0,0,0,0,0,61.43,0,222.1
"2019-02-15 00:10:00",54953,0,28.97,0.161,0,0,0,0,0,0,0,61.47,0,222
"2019-02-15 00:11:00",54954,0,28.97,0.161,0,0,0,0,0,0,0,61.47,0,222.1
"2019-02-15 00:12:00",54955,0,29,0.161,0,0,0,0,0,0,0,61.43,0,222.5
"2019-02-15 00:13:00",54956,0,28.97,0.161,0,0,0,0,0,0,0,61.49,0,222.8
"2019-02-15 00:14:00",54957,0,28.92,0.161,0,0,0,0,0,0,0,61.47,0,222.3
"2019-02-15 00:15:00",54958,0,29.01,0.161,0,0,0,0,0,0,0,61.44,0,222.5
"2019-02-15 00:16:00",54959,0,29.03,0.161,0,0,0,0,0,0,0,61.44,0,222.2
"2019-02-15 00:17:00",54960,0,29.03,0.161,0,0,0,0,0,0,0,61.49,0,223.2
"2019-02-15 00:18:00",54961,0,28.97,0.16,0,0,0,0,0,0,0,61.46,0,222.3
"2019-02-15 00:19:00",54962,0,29.04,0.16,0,0,0,0,0,0,0,61.33,0,221.2
"2019-02-15 00:20:00",54963,0,29.04,0.16,0,0,0,0,0,0,0,61.55,0,221.3
"2019-02-15 00:21:00",54964,0,29,0.16,0,0,0,0,0,0,0,61.46,0,222.1
"2019-02-15 00:22:00",54965,0,28.97,0.16,0,0,0,0,0,0,0,61.41,0,222.6
"2019-02-15 00:23:00",54966,0,28.93,0.16,0,0,0,0,0,0,0,61.61,0,222.7
"2019-02-15 00:24:00",54967,0,28.93,0.16,0,0,0,0,0,0,0,61.63,0,222.6
"2019-02-15 00:25:00",54968,0,28.92,0.159,0,0,0,0,0,0,0,61.62,0,222.5
"2019-02-15 00:26:00",54969,0,28.95,0.159,0,0,0,0,0,0,0,61.6,0,222.7
"2019-02-15 00:27:00",54970,0,28.95,0.159,0,0,0,0,0,0,0,61.42,0,222.1
"2019-02-15 00:28:00",54971,0,28.96,0.158,0,0,0,0,0,0,0,61.64,0,222.9
"2019-02-15 00:29:00",54972,0,28.95,0.158,0,0,0,0,0,0,0,61.69,0,223.2
"2019-02-15 00:30:00",54973,0,28.94,0.158,0,0,0,0,0,0,0,61.6,0,223.3
"2019-02-15 00:31:00",54974,0,28.88,0.158,0,0,0,0,0,0,0,61.49,0,223.8
"2019-02-15 00:32:00",54975,0,28.88,0.158,0,0,0,0,0,0,0,61.45,0,224
"2019-02-15 00:33:00",54976,0,28.85,0.157,0,0,0,0,0,0,0,61.55,0,223.5
"2019-02-15 00:34:00",54977,0,28.87,0.157,0,0,0,0,0,0,0,61.57,0,222.9
"2019-02-15 00:35:00",54978,0,28.86,0.157,0,0,0,0,0,0,0,61.85,0,223
"2019-02-15 00:36:00",54979,0,28.85,0.157,0,0,0,0,0,0,0,61.68,0,223.1
"2019-02-15 00:37:00",54980,0,28.89,0.157,0,0,0,0,0,0,0,61.86,0,222.7
"2019-02-15 00:38:00",54981,0,28.86,0.157,0,0,0,0,0,0,0,61.6,0,223.1
"2019-02-15 00:39:00",54982,0,28.86,0.157,0,0,0,0,0,0,0,61.96,0,223.5
"2019-02-15 00:40:00",54983,0,28.81,0.157,0,0,0,0,0,0,0,61.71,0,223.9
"2019-02-15 00:41:00",54984,0,28.85,0.157,0,0,0,0,0,0,0,61.75,0,224.2
"2019-02-15 00:42:00",54985,0,28.83,0.157,0,0,0,0,0,0,0,61.73,0,224.3
"2019-02-15 00:43:00",54986,0,28.83,0.157,0,0,0,0,0,0,0,61.67,0,224
"2019-02-15 00:44:00",54987,0,28.8,0.157,0,0,0,0,0,0,0,61.39,0,223.6
"2019-02-15 00:45:00",54988,0,28.87,0.157,0,0,0,0,0,0,0,61.36,0,224.6
"2019-02-15 00:46:00",54989,0,28.83,0.157,0,0,0,0,0,0,0,61.79,0,225.4
"2019-02-15 00:47:00",54990,0,28.8,0.157,0,0,0,0,0,0,0,61.73,0,225.3
