"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","22591","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-02-13 00:00:00",52063,0,28.93,0.148,0,0,0,0,0,0,0,148.6,0,220.5
"2019-02-13 00:01:00",52064,0,28.93,0.148,0,0,0,0,0,0,0,148.9,0,220.6
"2019-02-13 00:02:00",52065,0,28.98,0.147,0,0,0,0,0,0,0,148.4,0,220.3
"2019-02-13 00:03:00",52066,0,28.96,0.147,0,0,0,0,0,0,0,148.7,0,220.4
"2019-02-13 00:04:00",52067,0,28.96,0.147,0,0,0,0,0,0,0,148.8,0,221
"2019-02-13 00:05:00",52068,0,28.97,0.146,0,0,0,0,0,0,0,148.6,0,220.6
"2019-02-13 00:06:00",52069,0,28.97,0.146,0,0,0,0,0,0,0,148.5,0,220.7
"2019-02-13 00:07:00",52070,0,28.93,0.146,0,0,0,0,0,0,0,148.5,0,221.4
"2019-02-13 00:08:00",52071,0,28.96,0.146,0,0,0,0,0,0,0,148.3,0,220.7
"2019-02-13 00:09:00",52072,0,28.93,0.145,0,0,0,0,0,0,0,148.7,0,221.9
"2019-02-13 00:10:00",52073,0,28.97,0.145,0,0,0,0,0,0,0,148.4,0,222
"2019-02-13 00:11:00",52074,0,28.94,0.145,0,0,0,0,0,0,0,148.5,0,222.5
"2019-02-13 00:12:00",52075,0,28.96,0.145,0,0,0,0,0,0,0,148.5,0,222.5
"2019-02-13 00:13:00",52076,0,28.93,0.145,0,0,0,0,0,0,0,148.5,0,222.5
"2019-02-13 00:14:00",52077,0,28.96,0.145,0,0,0,0,0,0,0,148.3,0,221.9
"2019-02-13 00:15:00",52078,0,28.88,0.144,0,0,0,0,0,0,0,148.6,0,222.6
"2019-02-13 00:16:00",52079,0,28.88,0.145,0,0,0,0,0,0,0,148.7,0,222.4
"2019-02-13 00:17:00",52080,0,28.89,0.145,0,0,0,0,0,0,0,148.3,0,221.8
"2019-02-13 00:18:00",52081,0,28.88,0.145,0,0,0,0,0,0,0,148.4,0,221.6
"2019-02-13 00:19:00",52082,0,28.93,0.146,0,0,0,0,0,0,0,148.4,0,222.2
"2019-02-13 00:20:00",52083,0,28.97,0.147,0,0,0,0,0,0,0,148.5,0,222.5
"2019-02-13 00:21:00",52084,0.216,28.93,0.148,19.04,0.012,0.244,-0.202,0.061,-0.013,-42.26,148.5,0,222.3
"2019-02-13 00:22:00",52085,0.208,28.96,0.149,20.14,0.013,0.256,-0.213,0.064,-0.014,-45.02,149,0,223.2
"2019-02-13 00:23:00",52086,0.233,29,0.149,20.2,0.013,0.271,-0.213,0.063,-0.013,-45.17,149,0,223.4
"2019-02-13 00:24:00",52087,0.05,28.97,0.149,20.23,0.013,0.265,-0.213,0.066,-0.014,-44.83,148.9,0,223.6
"2019-02-13 00:25:00",52088,0.091,28.97,0.149,20.28,0.014,0.275,-0.213,0.065,-0.014,-44.78,148.7,0,222.8
"2019-02-13 00:26:00",52089,0.054,29.05,0.149,20.33,0.013,0.273,-0.213,0.064,-0.014,-44.82,148.9,0,222.9
"2019-02-13 00:27:00",52090,0.025,29.05,0.15,20.34,0.013,0.259,-0.213,0.064,-0.014,-44.56,149.1,0,223.2
"2019-02-13 00:28:00",52091,0.104,29.05,0.15,20.31,0.012,0.249,-0.213,0.065,-0.014,-44.88,149.3,0,223.7
"2019-02-13 00:29:00",52092,0.021,29.04,0.149,20.24,0.013,0.255,-0.213,0.064,-0.014,-43.89,149.1,0,223.4
"2019-02-13 00:30:00",52093,0.096,29.01,0.149,20.14,0.012,0.25,-0.213,0.065,-0.014,-43.83,148.9,0,223.7
"2019-02-13 00:31:00",52094,0.087,28.99,0.148,17.37,0.011,0.219,-0.184,0.054,-0.012,-38.3,148.8,0,223.5
"2019-02-13 00:32:00",52095,-0.008,29,0.148,0.667,0,0.01,-0.007,0.002,0,-1.335,77.41,0,223.9
"2019-02-13 00:33:00",52096,0,28.96,0.147,0,0,0,0,0,0,0,61.3,0,222.9
"2019-02-13 00:34:00",52097,0,28.97,0.146,0,0,0,0,0,0,0,61.34,0,223.2
"2019-02-13 00:35:00",52098,0,28.99,0.145,0,0,0,0,0,0,0,61.49,0,222.7
"2019-02-13 00:36:00",52099,0,28.91,0.145,0,0,0,0,0,0,0,61.4,0,222.5
"2019-02-13 00:37:00",52100,0,28.86,0.144,0,0,0,0,0,0,0,61.08,0,221.9
"2019-02-13 00:38:00",52101,0,28.8,0.143,0,0,0,0,0,0,0,61.39,0,221.7
"2019-02-13 00:39:00",52102,0,28.82,0.142,0,0,0,0,0,0,0,61.31,0,221.6
"2019-02-13 00:40:00",52103,0,28.8,0.142,0,0,0,0,0,0,0,61.22,0,222.4
"2019-02-13 00:41:00",52104,0,28.78,0.141,0,0,0,0,0,0,0,61.19,0,223
"2019-02-13 00:42:00",52105,0,28.71,0.141,0,0,0,0,0,0,0,61.29,0,222.9
