"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","22591","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-02-18 00:00:00",59262,0.083,28.43,0.167,20.17,0.016,0.314,8.26,0.063,0.52,-47.23,152.3,0,223.3
"2019-02-18 00:01:00",59263,0.179,28.4,0.167,20.19,0.016,0.315,8.22,0.062,0.513,-46.32,141.4,0,223.8
"2019-02-18 00:02:00",59264,0.05,28.36,0.167,20.21,0.016,0.327,8.17,0.063,0.514,-46.22,72.51,0,224.8
"2019-02-18 00:03:00",59265,0.029,28.37,0.167,20.24,0.016,0.33,8.16,0.064,0.52,-46.15,72.47,0,224.8
"2019-02-18 00:04:00",59266,0.228,28.44,0.167,20.24,0.016,0.321,8.04,0.064,0.511,-45.9,72.54,0,224.6
"2019-02-18 00:05:00",59267,0.137,28.39,0.167,20.24,0.017,0.339,8.01,0.063,0.503,-46.36,72.46,0,224.5
"2019-02-18 00:06:00",59268,0.017,28.39,0.167,20.24,0.017,0.339,8.01,0.062,0.498,-46.08,72.3,0,224.5
"2019-02-18 00:07:00",59269,-0.046,28.35,0.168,20.24,0.017,0.335,8.03,0.063,0.502,-45.43,72.44,0,224.4
"2019-02-18 00:08:00",59270,0.199,28.46,0.167,20.24,0.016,0.33,8.04,0.063,0.507,-45.25,72.46,0,224.3
"2019-02-18 00:09:00",59271,0.145,28.34,0.167,20.24,0.016,0.322,7.994,0.063,0.503,-46.18,72.4,0,224.9
"2019-02-18 00:10:00",59272,-0.224,28.34,0.168,20.24,0.016,0.326,8.03,0.062,0.499,-46.05,72.46,0,224.1
"2019-02-18 00:11:00",59273,-0.191,28.37,0.167,20.25,0.016,0.321,8.18,0.062,0.506,-45.66,72.38,0,224.1
"2019-02-18 00:12:00",59274,0.158,28.38,0.167,20.3,0.016,0.329,8.48,0.062,0.526,-45.73,72.34,0,224.1
"2019-02-18 00:13:00",59275,0.104,28.37,0.166,20.42,0.016,0.318,8.68,0.062,0.54,-45.93,72.41,0,224.8
"2019-02-18 00:14:00",59276,0.075,28.39,0.167,20.59,0.015,0.309,8.38,0.063,0.524,-45.85,72.37,0,224.9
"2019-02-18 00:15:00",59277,0.091,28.41,0.167,20.57,0.015,0.314,8.39,0.063,0.529,-45.74,72.29,0,225
"2019-02-18 00:16:00",59278,0.125,28.49,0.166,20.66,0.016,0.323,8.86,0.061,0.542,-46.03,72.41,0,225
"2019-02-18 00:17:00",59279,0.386,28.48,0.166,20.85,0.016,0.332,9.1,0.063,0.575,-46.06,72.57,0,224.4
"2019-02-18 00:18:00",59280,0.037,28.56,0.167,20.88,0.016,0.327,9.01,0.062,0.562,-45.74,72.38,0,224.6
"2019-02-18 00:19:00",59281,-0.071,28.68,0.166,20.92,0.015,0.318,9.14,0.062,0.565,-46.13,72.39,0,224.9
"2019-02-18 00:20:00",59282,-0.116,28.71,0.167,20.99,0.016,0.332,9.23,0.062,0.569,-46.07,72.41,0,225.1
"2019-02-18 00:21:00",59283,-0.337,28.7,0.167,21.02,0.016,0.336,9.15,0.063,0.577,-45.38,72.42,0,225
"2019-02-18 00:22:00",59284,0.004,28.73,0.168,21,0.016,0.334,8.64,0.062,0.539,-45.9,72.32,0,225.6
"2019-02-18 00:23:00",59285,-0.303,28.76,0.167,21.11,0.015,0.322,9.28,0.061,0.57,-45.36,72.39,0,225.3
"2019-02-18 00:24:00",59286,-0.15,28.8,0.169,21.14,0.016,0.34,7.912,0.063,0.499,-44.96,72.5,0,225.2
"2019-02-18 00:25:00",59287,-0.062,28.75,0.17,20.96,0.015,0.309,7.385,0.062,0.46,-45.99,72.39,0,225.3
"2019-02-18 00:26:00",59288,-0.046,28.69,0.169,20.83,0.015,0.318,8.08,0.062,0.499,-47.45,72.15,0,222.4
"2019-02-18 00:27:00",59289,-0.274,28.69,0.169,20.74,0.016,0.342,7.678,0.062,0.474,-47.08,72.23,0,221.8
"2019-02-18 00:28:00",59290,0.141,28.71,0.166,20.78,0.016,0.332,9.04,0.062,0.561,-47.47,72.14,0,221.5
"2019-02-18 00:29:00",59291,-0.141,28.68,0.166,20.91,0.016,0.332,9.18,0.063,0.578,-47.08,72.34,0,221.9
"2019-02-18 00:30:00",59292,0.021,28.67,0.168,20.98,0.015,0.315,8.23,0.063,0.515,-47.92,72.31,0,222.8
"2019-02-18 00:31:00",59293,-0.253,28.68,0.17,20.84,0.015,0.318,7.731,0.063,0.491,-46.38,72.07,0,222.2
"2019-02-18 00:32:00",59294,0.204,28.73,0.168,20.77,0.015,0.315,7.994,0.063,0.502,-48.16,72.22,0,223.6
"2019-02-18 00:33:00",59295,-0.037,28.78,0.168,20.67,0.016,0.326,7.842,0.063,0.494,-47.07,72.42,0,222.5
"2019-02-18 00:34:00",59296,-0.141,28.79,0.168,20.56,0.016,0.321,7.476,0.062,0.467,-47.82,72.21,0,222.5
