"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","22591","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-02-20 00:00:00",62142,0.1,27.47,0.146,21.7,0.014,0.309,8.76,0.06,0.523,-50.91,165.9,0,220.6
"2019-02-20 00:01:00",62143,0.125,27.46,0.143,21.99,0.014,0.315,9.94,0.06,0.592,-50.98,165.1,0,220.7
"2019-02-20 00:02:00",62144,0.133,27.44,0.144,21.95,0.015,0.331,9.4,0.061,0.572,-50.82,165.1,0,220.6
"2019-02-20 00:03:00",62145,0.133,27.4,0.142,21.97,0.015,0.319,10.07,0.06,0.602,-51.48,164.4,0,220.4
"2019-02-20 00:04:00",62146,0.137,27.32,0.142,21.99,0.014,0.307,10.13,0.061,0.614,-51.31,164,0,220.5
"2019-02-20 00:05:00",62147,0.158,27.25,0.142,21.99,0.015,0.327,10.13,0.062,0.623,-50.56,163.5,0,221
"2019-02-20 00:06:00",62148,0.137,27.23,0.142,22.02,0.016,0.344,10.17,0.061,0.621,-51.1,163.1,0,220.6
"2019-02-20 00:07:00",62149,0.12,27.19,0.142,22.06,0.015,0.328,10.22,0.06,0.616,-51.25,162.4,0,219.7
"2019-02-20 00:08:00",62150,0.116,27.18,0.142,22.12,0.016,0.354,10.3,0.06,0.618,-51.69,161.7,0,218.6
"2019-02-20 00:09:00",62151,0.096,27.11,0.142,22.19,0.015,0.334,10.33,0.06,0.616,-52.78,161.2,0,219.6
"2019-02-20 00:10:00",62152,0.112,27.16,0.143,22.28,0.015,0.325,9.78,0.06,0.583,-52.03,160.4,0,219.2
"2019-02-20 00:11:00",62153,0.05,27.2,0.144,22.28,0.015,0.337,10.22,0.06,0.609,-52.65,160.1,0,219.8
"2019-02-20 00:12:00",62154,0.216,27.17,0.144,22.35,0.016,0.349,9.82,0.06,0.591,-50.22,159.6,0,219.6
"2019-02-20 00:13:00",62155,0.22,27.19,0.144,22.47,0.015,0.328,10.05,0.06,0.6,-51.14,159.1,0,219.6
"2019-02-20 00:14:00",62156,0.004,27.2,0.149,22.23,0.014,0.311,7.991,0.06,0.483,-51.28,158.4,0,218.9
"2019-02-20 00:15:00",62157,0.116,27.27,0.148,22.03,0.015,0.327,8.12,0.061,0.493,-53.41,157.8,0,219.7
"2019-02-20 00:16:00",62158,0.195,27.31,0.143,22.04,0.015,0.334,9.92,0.061,0.604,-51.75,156.8,0,219.4
"2019-02-20 00:17:00",62159,0.137,27.35,0.142,22.15,0.016,0.347,10.04,0.061,0.61,-52.28,156.4,0,220.1
"2019-02-20 00:18:00",62160,0.104,27.36,0.142,22.47,0.015,0.334,10.67,0.062,0.662,-51.58,156.1,0,219.8
"2019-02-20 00:19:00",62161,0.133,27.36,0.142,22.69,0.015,0.346,10.88,0.061,0.667,-52.17,155.7,0,220.6
"2019-02-20 00:20:00",62162,0.108,27.47,0.143,22.78,0.015,0.344,10.54,0.06,0.635,-50.85,155.3,0,220.7
"2019-02-20 00:21:00",62163,0.129,27.43,0.143,22.77,0.015,0.353,10.81,0.062,0.666,-51.5,154.9,0,221.8
"2019-02-20 00:22:00",62164,0.042,27.49,0.142,22.87,0.014,0.33,11.06,0.06,0.668,-51.18,91.8,0,222
"2019-02-20 00:23:00",62165,0.162,27.51,0.143,22.92,0.016,0.357,11.1,0.06,0.667,-51.72,75.96,0,221.3
"2019-02-20 00:24:00",62166,0.091,27.46,0.142,22.93,0.016,0.357,11.11,0.059,0.66,-51.31,76,0,221.1
"2019-02-20 00:25:00",62167,0.241,27.4,0.142,22.95,0.016,0.367,11.12,0.06,0.665,-49.69,75.99,0,220.8
"2019-02-20 00:26:00",62168,0.154,27.34,0.142,22.97,0.015,0.345,11.15,0.061,0.677,-50.26,75.95,0,221.1
"2019-02-20 00:27:00",62169,0.129,27.42,0.142,23.02,0.015,0.35,11.14,0.06,0.669,-50.93,75.98,0,220.6
"2019-02-20 00:28:00",62170,0.15,27.4,0.144,23.01,0.015,0.34,10.94,0.061,0.667,-51.3,75.91,0,220.7
"2019-02-20 00:29:00",62171,0.137,27.37,0.142,23.01,0.016,0.36,11.12,0.061,0.676,-50.62,75.97,0,220.7
"2019-02-20 00:30:00",62172,0.141,27.4,0.143,22.96,0.016,0.371,10.86,0.062,0.674,-50.18,75.81,0,221
"2019-02-20 00:31:00",62173,0.116,27.32,0.144,22.87,0.016,0.356,10.53,0.061,0.644,-50.63,75.84,0,221.5
"2019-02-20 00:32:00",62174,0.224,27.33,0.142,22.82,0.015,0.344,10.71,0.06,0.645,-50.32,75.88,0,221.7
"2019-02-20 00:33:00",62175,0.12,27.36,0.142,22.77,0.015,0.348,10.69,0.06,0.639,-51.12,75.83,0,221.6
"2019-02-20 00:34:00",62176,0.125,27.33,0.141,22.74,0.016,0.359,10.82,0.06,0.652,-50.86,75.87,0,221.7
"2019-02-20 00:35:00",62177,0.116,27.33,0.141,22.72,0.016,0.362,10.68,0.062,0.659,-50.02,75.88,0,222
