"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","15771","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-01-15 00:00:00",10303,0,26.86,0.121,0,0,0,0,0,0,0,230.7,0,225.2
"2019-01-15 00:01:00",10304,0,26.82,0.121,0,0,0,0,0,0,0,238.5,0,225.6
"2019-01-15 00:02:00",10305,0,26.82,0.121,0,0,0,0,0,0,0,230.8,0,225.4
"2019-01-15 00:03:00",10306,0,26.88,0.121,0,0,0,0,0,0,0,231.5,0,225.3
"2019-01-15 00:04:00",10307,0,26.87,0.121,0,0,0,0,0,0,0,230.6,0,225.5
"2019-01-15 00:05:00",10308,0,26.8,0.121,0,0,0,0,0,0,0,230.5,0,224.9
"2019-01-15 00:06:00",10309,0,26.84,0.121,0,0,0,0,0,0,0,231.1,0,224.3
"2019-01-15 00:07:00",10310,0,26.86,0.121,0,0,0,0,0,0,0,236.7,0,224.4
"2019-01-15 00:08:00",10311,0,26.82,0.121,0,0,0,0,0,0,0,230,0,224.3
"2019-01-15 00:09:00",10312,0,26.85,0.121,0,0,0,0,0,0,0,229.4,0,223.9
"2019-01-15 00:10:00",10313,0,26.89,0.121,0,0,0,0,0,0,0,229.9,0,223.6
"2019-01-15 00:11:00",10314,0,26.85,0.121,0,0,0,0,0,0,0,229.1,0,223
"2019-01-15 00:12:00",10315,0,26.88,0.121,0,0,0,0,0,0,0,237,0,223.7
"2019-01-15 00:13:00",10316,0,26.91,0.121,0,0,0,0,0,0,0,228.9,0,223.5
"2019-01-15 00:14:00",10317,0,26.94,0.122,0,0,0,0,0,0,0,229.5,0,223.3
"2019-01-15 00:15:00",10318,0,26.96,0.121,0,0,0,0,0,0,0,230.2,0,223.2
"2019-01-15 00:16:00",10319,0,26.96,0.12,0,0,0,0,0,0,0,229.2,0,223.4
"2019-01-15 00:17:00",10320,0,26.97,0.121,0,0,0,0,0,0,0,229.6,0,222.3
"2019-01-15 00:18:00",10321,0,26.96,0.122,0,0,0,0,0,0,0,235.7,0,222.3
"2019-01-15 00:19:00",10322,0,27.03,0.122,0,0,0,0,0,0,0,228.7,0,222.3
"2019-01-15 00:20:00",10323,0,27.03,0.121,0,0,0,0,0,0,0,228.9,0,222.8
"2019-01-15 00:21:00",10324,0,26.97,0.121,0,0,0,0,0,0,0,228.4,0,223
"2019-01-15 00:22:00",10325,0,26.92,0.121,0,0,0,0,0,0,0,229.1,0,223.9
"2019-01-15 00:23:00",10326,0,26.83,0.122,0,0,0,0,0,0,0,237.6,0,224.5
"2019-01-15 00:24:00",10327,0,26.81,0.121,0,0,0,0,0,0,0,229.5,0,224.7
"2019-01-15 00:25:00",10328,0,26.78,0.121,0,0,0,0,0,0,0,230,0,224.6
"2019-01-15 00:26:00",10329,0,26.79,0.121,0,0,0,0,0,0,0,229.9,0,224.7
"2019-01-15 00:27:00",10330,0,26.73,0.12,0,0,0,0,0,0,0,229.5,0,224.5
"2019-01-15 00:28:00",10331,0,26.77,0.12,0,0,0,0,0,0,0,230.6,0,224.7
"2019-01-15 00:29:00",10332,0,26.86,0.12,0,0,0,0,0,0,0,180.9,0,224.4
"2019-01-15 00:30:00",10333,0,26.76,0.12,0,0,0,0,0,0,0,143.3,0,225.5
"2019-01-15 00:31:00",10334,0,26.72,0.119,0,0,0,0,0,0,0,143.6,0,225.2
"2019-01-15 00:32:00",10335,0,26.71,0.119,0,0,0,0,0,0,0,142.9,0,225.6
"2019-01-15 00:33:00",10336,0,26.66,0.119,0,0,0,0,0,0,0,143.2,0,225.4
"2019-01-15 00:34:00",10337,0,26.74,0.119,0,0,0,0,0,0,0,150.8,0,226
"2019-01-15 00:35:00",10338,0,26.74,0.119,0,0,0,0,0,0,0,143,0,226
"2019-01-15 00:36:00",10339,0,26.71,0.119,0,0,0,0,0,0,0,143.4,0,227.4
"2019-01-15 00:37:00",10340,0,26.76,0.119,0,0,0,0,0,0,0,143.8,0,226.4
"2019-01-15 00:38:00",10341,0,26.76,0.12,0,0,0,0,0,0,0,143.5,0,226.1
"2019-01-15 00:39:00",10342,0,26.77,0.119,0,0,0,0,0,0,0,143.7,0,225.5
"2019-01-15 00:40:00",10343,0,26.79,0.119,0,0,0,0,0,0,0,150.6,0,226.1
"2019-01-15 00:41:00",10344,0,26.79,0.12,0,0,0,0,0,0,0,143.2,0,226.3
"2019-01-15 00:42:00",10345,0,26.75,0.12,0,0,0,0,0,0,0,143.1,0,225.9
"2019-01-15 00:43:00",10346,0,26.74,0.119,0,0,0,0,0,0,0,143.2,0,224.8
"2019-01-15 00:44:00",10347,0,26.7,0.119,0,0,0,0,0,0,0,142.9,0,225.1
"2019-01-15 00:45:00",10348,0,26.67,0.119,0,0,0,0,0,0,0,154.1,0,225.2
"2019-01-15 00:46:00",10349,0,26.65,0.119,0,0,0,0,0,0,0,237.1,0,224.3
"2019-01-15 00:47:00",10350,0,26.61,0.119,0,0,0,0,0,0,0,237.8,0,224.5
