"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","15771","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-01-20 00:00:00",17503,-0.316,27.16,0.154,21.03,0.011,0.235,4.979,0.054,0.268,-36.47,54.38,0,227
"2019-01-20 00:01:00",17504,0.116,27.19,0.147,21.08,0.011,0.224,7.124,0.056,0.398,-35.98,54.39,0,226.9
"2019-01-20 00:02:00",17505,-0.175,27.3,0.147,21.07,0.011,0.234,6.823,0.054,0.367,-35.73,54.45,0,226.7
"2019-01-20 00:03:00",17506,0.058,27.34,0.147,21.04,0.011,0.23,6.696,0.054,0.362,-35.81,54.48,0,227.4
"2019-01-20 00:04:00",17507,0.046,27.41,0.147,21,0.011,0.227,6.519,0.055,0.357,-34.66,54.28,0,227.6
"2019-01-20 00:05:00",17508,-0.22,27.26,0.148,20.94,0.01,0.218,6.483,0.053,0.346,-34.62,54.26,0,227.1
"2019-01-20 00:06:00",17509,0.253,27.29,0.147,20.91,0.01,0.203,6.597,0.053,0.352,-35.69,54.21,0,227.6
"2019-01-20 00:07:00",17510,0.054,27.18,0.148,20.88,0.011,0.232,6.278,0.054,0.341,-33.92,54.21,0,227.9
"2019-01-20 00:08:00",17511,-0.195,27.06,0.151,20.55,0.011,0.22,5.009,0.054,0.273,-33.22,54.21,0,228.2
"2019-01-20 00:09:00",17512,-0.224,27.04,0.147,20.7,0.011,0.227,6.612,0.054,0.358,-33.92,54.21,0,228.5
"2019-01-20 00:10:00",17513,0.154,27,0.145,20.69,0.011,0.223,6.436,0.053,0.339,-33.43,54.32,0,228.1
"2019-01-20 00:11:00",17514,0.233,27.13,0.147,20.63,0.011,0.228,6.242,0.054,0.337,-33.8,54.05,0,227.6
"2019-01-20 00:12:00",17515,0.108,27.17,0.145,20.68,0.011,0.226,6.696,0.054,0.358,-34.33,54.07,0,227.2
"2019-01-20 00:13:00",17516,0.12,27.17,0.145,20.71,0.011,0.222,6.749,0.054,0.368,-35.89,54.32,0,226.7
"2019-01-20 00:14:00",17517,-0.104,27.16,0.145,20.74,0.011,0.225,6.833,0.054,0.369,-35.85,54.3,0,225.3
"2019-01-20 00:15:00",17518,0.162,27.09,0.145,20.8,0.01,0.215,6.909,0.055,0.38,-35.61,54.11,0,225.1
"2019-01-20 00:16:00",17519,0.337,27.06,0.144,20.89,0.011,0.232,7.011,0.055,0.384,-35.03,54.15,0,224.5
"2019-01-20 00:17:00",17520,-0.029,26.99,0.145,20.94,0.01,0.2,7.02,0.054,0.377,-36.39,54.1,0,225.1
"2019-01-20 00:18:00",17521,0.004,26.94,0.145,20.94,0.009,0.193,6.772,0.054,0.366,-36.55,54.27,0,225.9
"2019-01-20 00:19:00",17522,-0.046,26.98,0.146,20.85,0.01,0.209,6.261,0.053,0.334,-35.77,54.23,0,226
"2019-01-20 00:20:00",17523,-0.154,27.04,0.145,20.92,0.01,0.214,7.026,0.053,0.373,-36.06,54.24,0,225.9
"2019-01-20 00:21:00",17524,0.075,27,0.149,20.73,0.01,0.206,4.636,0.053,0.247,-36.47,54.33,0,226.8
"2019-01-20 00:22:00",17525,-0.154,27.12,0.146,20.77,0.01,0.206,6.401,0.052,0.334,-35.94,54.38,0,226.7
"2019-01-20 00:23:00",17526,-0.058,27.09,0.148,20.69,0.01,0.212,5.362,0.053,0.282,-35.69,54.33,0,226.4
"2019-01-20 00:24:00",17527,-0.145,27.2,0.145,20.81,0.01,0.207,6.93,0.053,0.365,-36.63,54.42,0,226.4
"2019-01-20 00:25:00",17528,-0.166,27.16,0.148,20.77,0.01,0.204,5.574,0.053,0.293,-36.8,54.42,0,226.6
"2019-01-20 00:26:00",17529,0.204,27.12,0.144,20.84,0.01,0.219,6.857,0.054,0.371,-35.81,54.28,0,226.7
"2019-01-20 00:27:00",17530,-0.042,27.16,0.15,20.48,0.01,0.214,4.208,0.053,0.224,-35.2,54.21,0,227.1
"2019-01-20 00:28:00",17531,0.012,27.11,0.15,20.47,0.01,0.208,4.677,0.053,0.248,-35.24,54.15,0,226.9
"2019-01-20 00:29:00",17532,0.224,27.13,0.146,20.46,0.01,0.198,5.988,0.053,0.317,-34.62,54.18,0,225.8
"2019-01-20 00:30:00",17533,-0.042,27.14,0.144,20.59,0.01,0.203,6.616,0.052,0.347,-34.95,54.27,0,226.6
"2019-01-20 00:31:00",17534,0.021,27.15,0.143,20.85,0.009,0.193,6.999,0.053,0.374,-35.24,54.33,0,226.8
"2019-01-20 00:32:00",17535,-0.312,27.15,0.144,20.95,0.01,0.216,6.682,0.053,0.356,-34.54,54.28,0,226.2
"2019-01-20 00:33:00",17536,-0.025,27.09,0.145,20.89,0.01,0.208,6.647,0.053,0.355,-35.85,54.43,0,225.9
"2019-01-20 00:34:00",17537,0.037,27.14,0.145,20.83,0.01,0.21,6.342,0.053,0.339,-36.18,54.23,0,225.9
