"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","15771","Dados"
"TIMESTAMP","RECORD","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","FP_FV_Avg","Tensao_Rede_Avg"
"TS","RN","W/m^2","C","C","V","A","W","V","A","W","W","W","%","V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-01-13 00:00:00",7423,0,27.15,0.111,0,0,0,0,0,0,0,56.62,0,219.2
"2019-01-13 00:01:00",7424,0,27.12,0.11,0,0,0,0,0,0,0,56.44,0,217.8
"2019-01-13 00:02:00",7425,0,27.09,0.11,0,0,0,0,0,0,0,56.39,0,217.9
"2019-01-13 00:03:00",7426,0,27.06,0.111,0,0,0,0,0,0,0,56.32,0,217.7
"2019-01-13 00:04:00",7427,0,27.13,0.11,0,0,0,0,0,0,0,56.39,0,217.4
"2019-01-13 00:05:00",7428,0,27.14,0.11,0,0,0,0,0,0,0,56.56,0,218
"2019-01-13 00:06:00",7429,0,27.17,0.11,0,0,0,0,0,0,0,56.49,0,217.9
"2019-01-13 00:07:00",7430,0,27.2,0.11,0,0,0,0,0,0,0,69.14,0,217.6
"2019-01-13 00:08:00",7431,0,27.2,0.11,0,0,0,0,0,0,0,149.8,0,217.3
"2019-01-13 00:09:00",7432,0,27.13,0.11,0,0,0,0,0,0,0,149,0,218.1
"2019-01-13 00:10:00",7433,0,27.13,0.11,0,0,0,0,0,0,0,146.9,0,217.6
"2019-01-13 00:11:00",7434,0,27.09,0.11,0,0,0,0,0,0,0,144.4,0,217.8
"2019-01-13 00:12:00",7435,0,27.12,0.11,0,0,0,0,0,0,0,142.8,0,218
"2019-01-13 00:13:00",7436,0,27.06,0.11,0,0,0,0,0,0,0,141.3,0,217.8
"2019-01-13 00:14:00",7437,0,27.03,0.11,0,0,0,0,0,0,0,140,0,218.2
"2019-01-13 00:15:00",7438,0,27.1,0.11,0,0,0,0,0,0,0,138.5,0,217.4
"2019-01-13 00:16:00",7439,0,27.12,0.11,0,0,0,0,0,0,0,137.6,0,217.6
"2019-01-13 00:17:00",7440,0,27.09,0.11,0,0,0,0,0,0,0,136.6,0,217.9
"2019-01-13 00:18:00",7441,0,27.07,0.11,0,0,0,0,0,0,0,135.8,0,218
"2019-01-13 00:19:00",7442,0,27.01,0.11,0,0,0,0,0,0,0,135,0,217.8
"2019-01-13 00:20:00",7443,0,27.01,0.11,0,0,0,0,0,0,0,134.2,0,218.1
"2019-01-13 00:21:00",7444,0,27.01,0.11,0,0,0,0,0,0,0,133.3,0,218.8
"2019-01-13 00:22:00",7445,0,26.99,0.11,0,0,0,0,0,0,0,132,0,219.7
"2019-01-13 00:23:00",7446,0,27.02,0.11,0,0,0,0,0,0,0,131.2,0,219.2
"2019-01-13 00:24:00",7447,0,27.01,0.11,0,0,0,0,0,0,0,130.8,0,219.2
"2019-01-13 00:25:00",7448,0,26.93,0.11,0,0,0,0,0,0,0,130.2,0,219.5
"2019-01-13 00:26:00",7449,0,26.86,0.109,0,0,0,0,0,0,0,129.7,0,218.8
"2019-01-13 00:27:00",7450,0,26.84,0.109,0,0,0,0,0,0,0,129.5,0,219.5
"2019-01-13 00:28:00",7451,0,26.88,0.109,0,0,0,0,0,0,0,84.7,0,221.4
"2019-01-13 00:29:00",7452,0,26.82,0.109,0,0,0,0,0,0,0,56.69,0,221.5
"2019-01-13 00:30:00",7453,0,26.8,0.109,0,0,0,0,0,0,0,56.65,0,221.2
"2019-01-13 00:31:00",7454,0,26.76,0.109,0,0,0,0,0,0,0,56.69,0,220.3
"2019-01-13 00:32:00",7455,0,26.78,0.109,0,0,0,0,0,0,0,121.4,0,220.1
"2019-01-13 00:33:00",7456,0,26.75,0.109,0,0,0,0,0,0,0,142.9,0,220.2
"2019-01-13 00:34:00",7457,0,26.73,0.108,0,0,0,0,0,0,0,144.5,0,219.6
"2019-01-13 00:35:00",7458,0,26.8,0.108,0,0,0,0,0,0,0,145.8,0,220.2
"2019-01-13 00:36:00",7459,0,26.79,0.108,0,0,0,0,0,0,0,145.4,0,220
"2019-01-13 00:37:00",7460,0,26.74,0.109,0,0,0,0,0,0,0,145.4,0,220.4
"2019-01-13 00:38:00",7461,0,26.74,0.109,0,0,0,0,0,0,0,144.9,0,219.9
"2019-01-13 00:39:00",7462,0,26.77,0.109,0,0,0,0,0,0,0,144.4,0,219.7
"2019-01-13 00:40:00",7463,0,26.74,0.108,0,0,0,0,0,0,0,143.9,0,219.1
"2019-01-13 00:41:00",7464,0,26.71,0.108,0,0,0,0,0,0,0,144.1,0,219.4
"2019-01-13 00:42:00",7465,0,26.62,0.108,0,0,0,0,0,0,0,144.3,0,220.6
"2019-01-13 00:43:00",7466,0,26.61,0.108,0,0,0,0,0,0,0,144.1,0,221
"2019-01-13 00:44:00",7467,0,26.64,0.108,0,0,0,0,0,0,0,144,0,220.2
"2019-01-13 00:45:00",7468,0,26.52,0.108,0,0,0,0,0,0,0,143.9,0,220.6
"2019-01-13 00:46:00",7469,0,26.46,0.108,0,0,0,0,0,0,0,143.7,0,220.4
"2019-01-13 00:47:00",7470,0,26.46,0.108,0,0,0,0,0,0,0,143.9,0,220.1
