"TOA5","6428","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","54713","Dados"
"TIMESTAMP","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","Excedente_Avg","Compra_Avg","Tensao_Rede_Avg"
"TS","W/m^2","C","C","V","A","W","V","A","W","W","W","W","W","V"
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-04-11 00:00:00",0,29.19,29.11,0,0,0,0,0,0,0,316.5,0,316.5,223.4
"2020-04-11 00:01:00",0,29.21,29.19,0,0,0,0,0,0,0,315.7,0,315.7,223.4
"2020-04-11 00:02:00",0,29.18,29.17,0,0,0,0,0,0,0,314,0,314,223.6
"2020-04-11 00:03:00",0,29.18,29.05,0,0,0,0,0,0,0,308.8,0,308.8,223.9
"2020-04-11 00:04:00",0,29.17,29.01,0,0,0,0,0,0,0,309.9,0,309.9,223
"2020-04-11 00:05:00",0,29.15,29.03,0,0,0,0,0,0,0,312,0,312,222.9
"2020-04-11 00:06:00",0,29.18,28.93,0,0,0,0,0,0,0,312.4,0,312.4,223.3
"2020-04-11 00:07:00",0,29.18,28.96,0,0,0,0,0,0,0,306.5,0,306.5,223.3
"2020-04-11 00:08:00",0,29.15,28.94,0,0,0,0,0,0,0,314.8,0,314.8,223.7
"2020-04-11 00:09:00",0,29.04,28.9,0,0,0,0,0,0,0,314.4,0,314.4,223.6
"2020-04-11 00:10:00",0,29.04,28.83,0,0,0,0,0,0,0,309.5,0,309.5,223.7
"2020-04-11 00:11:00",0,29.05,28.84,0,0,0,0,0,0,0,311.2,0,311.2,223.3
"2020-04-11 00:12:00",0,29.08,28.8,0,0,0,0,0,0,0,313.8,0,313.8,223
"2020-04-11 00:13:00",0,29.11,28.83,0,0,0,0,0,0,0,300.7,0,300.7,222.7
"2020-04-11 00:14:00",0,29.09,28.77,0,0,0,0,0,0,0,194.7,0,194.7,223.1
"2020-04-11 00:15:00",0,29.12,28.83,0,0,0,0,0,0,0,190.8,0,190.8,223
"2020-04-11 00:16:00",0,29.11,28.8,0,0,0,0,0,0,0,179.7,0,179.7,222.5
"2020-04-11 00:17:00",0,29.04,28.8,0,0,0,0,0,0,0,180.3,0,180.3,222.3
