"TOA5","6428","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","52309","Dados"
"TIMESTAMP","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Demanda_Avg","Excedente_Avg","Compra_Avg","Tensao_Rede_Avg"
"TS","W/m^2","C","C","V","A","W","V","A","W","W","W","W","W","V"
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-05-10 00:00:00",0,27.17,28.71,0,0,0,0,0,0,0,212.6,0,212.6,218.7
"2021-05-10 00:01:00",0,27.32,28.71,0,0,0,0,0,0,0,211.6,0,211.6,218.6
"2021-05-10 00:02:00",0,27.16,28.71,0,0,0,0,0,0,0,206.6,0,206.6,218
"2021-05-10 00:03:00",0,27.12,28.71,0,0,0,0,0,0,0,207.4,0,207.4,217.9
"2021-05-10 00:04:00",0,27.1,28.71,0,0,0,0,0,0,0,211.1,0,211.1,218
"2021-05-10 00:05:00",0,27.23,28.71,0,0,0,0,0,0,0,209.7,0,209.7,217.9
"2021-05-10 00:06:00",0,27.22,28.71,0,0,0,0,0,0,0,206.7,0,206.7,217.4
"2021-05-10 00:07:00",0,27.67,28.71,0,0,0,0,0,0,0,197.5,0,197.5,217.1
"2021-05-10 00:08:00",0,27.38,28.71,0,0,0,0,0,0,0,202,0,202,217.7
"2021-05-10 00:09:00",0,27.36,28.71,0,0,0,0,0,0,0,206.3,0,206.3,217.9
"2021-05-10 00:10:00",0,27.24,28.71,0,0,0,0,0,0,0,208.3,0,208.3,219.2
"2021-05-10 00:11:00",0,27.37,28.71,0,0,0,0,0,0,0,209,0,209,218.8
"2021-05-10 00:12:00",0,27.49,28.71,0,0,0,0,0,0,0,208,0,208,218.7
"2021-05-10 00:13:00",0,27.13,28.71,0,0,0,0,0,0,0,207.7,0,207.7,218.6
"2021-05-10 00:14:00",0,27.16,28.71,0,0,0,0,0,0,0,208.4,0,208.4,218.7
"2021-05-10 00:15:00",0,27.09,28.71,0,0,0,0,0,0,0,203.4,0,203.4,218.8
"2021-05-10 00:16:00",0,27.09,28.71,0,0,0,0,0,0,0,151,0,151,219.6
"2021-05-10 00:17:00",0,26.93,28.71,0,0,0,0,0,0,0,90.7,0,90.7,219.4
